Name;iupac;iupac-common name;omega;delta;InChI;SMILES;[kJ /mol ];[C ];
LSL ;2-(octadecanoyloxy)propane-1,3-diyl didodecanate;2-(stearoyloxy)propane-1,3-diyl dilaurate;1(12:0)-2(18:0)-3(12:0);1(12:0)-2(18:0)-3(12:0);InChI=1S/C45H86O6/c1-4-7-10-13-16-19-20-21-22-23-24-27-30-33-36-39-45(48)51-42(40-49-43(46)37-34-31-28-25-17-14-11-8-5-2)41-50-44(47)38-35-32-29-26-18-15-12-9-6-3/h42H,4-41H2,1-3H3;O=C(CCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;131;49.8;1
13.13.13(a );propane-1,2,3-triyl tridecanate;propane-1,2,3-triyl tridecylate;1(13:0)-2(13:0)-3(13:0);1(13:0)-2(13:0)-3(13:0);InChI=1S/C42H80O6/c1-4-7-10-13-16-19-22-25-28-31-34-40(43)46-37-39(48-42(45)36-33-30-27-24-21-18-15-12-9-6-3)38-47-41(44)35-32-29-26-23-20-17-14-11-8-5-2/h39H,4-38H2,1-3H3;O=C(CCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC;99.6;42;0
13.13.13;propane-1,2,3-triyl tridecanate;propane-1,2,3-triyl tridecylate;1(13:0)-2(13:0)-3(13:0);1(13:0)-2(13:0)-3(13:0);InChI=1S/C42H80O6/c1-4-7-10-13-16-19-22-25-28-31-34-40(43)46-37-39(48-42(45)36-33-30-27-24-21-18-15-12-9-6-3)38-47-41(44)35-32-29-26-23-20-17-14-11-8-5-2/h39H,4-38H2,1-3H3;O=C(CCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC;;44.1;0
MCC (a ,b );3-(tetradecanoyloxy)propane-1,2-diyl didecanate;3-(myristoyloxy)propane-1,2-diyl dicapriate;1(14:0)-2(10:0)-3(10:0);1(14:0)-2(10:0)-3(10:0);InChI=1S/C37H70O6/c1-4-7-10-13-16-17-18-19-22-24-27-30-36(39)42-33-34(43-37(40)31-28-25-21-15-12-9-6-3)32-41-35(38)29-26-23-20-14-11-8-5-2/h34H,4-33H2,1-3H3;O=C(CCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC;;32.9;0
MCM ;2-(decanoyloxy)propane-1,3-diyl ditetradecanate;2-(caprioyloxy)propane-1,3-diyl dimyristate;1(14:0)-2(10:0)-3(14:0);1(14:0)-2(10:0)-3(14:0);InChI=1S/C41H78O6/c1-4-7-10-13-16-18-20-22-25-27-30-33-39(42)45-36-38(47-41(44)35-32-29-24-15-12-9-6-3)37-46-40(43)34-31-28-26-23-21-19-17-14-11-8-5-2/h38H,4-37H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC;;43.5;0
MCS ;1-(tetradecanoyloxy)-2-(decanoyloxy)propan-3-yl octadecanate;1-(myristoyloxy)-2-(caprioyloxy)propan-3-yl stearate;1(14:0)-2(10:0)-3(18:0);1(14:0)-2(10:0)-3(18:0);InChI=1S/C45H86O6/c1-4-7-10-13-16-18-20-21-22-23-25-27-30-32-35-38-44(47)50-41-42(51-45(48)39-36-33-28-15-12-9-6-3)40-49-43(46)37-34-31-29-26-24-19-17-14-11-8-5-2/h42H,4-41H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC;88;51.7;1
MLC (a );1-(tetradecanoyloxy)-2-(dodecanoyloxy)propan-3-yl decanate;1-(myristoyloxy)-2-(lauroyloxy)propan-3-yl capriate;1(14:0)-2(12:0)-3(10:0);1(14:0)-2(12:0)-3(10:0);InChI=1S/C39H74O6/c1-4-7-10-13-16-18-19-21-23-26-29-32-38(41)44-35-36(34-43-37(40)31-28-25-22-15-12-9-6-3)45-39(42)33-30-27-24-20-17-14-11-8-5-2/h36H,4-35H2,1-3H3;O=C(CCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC;;36.9;0
MLL (b );3-(tetradecanoyloxy)propane-1,2-diyl didodecanate;3-(myristoyloxy)propane-1,2-diyl dilaurate;1(14:0)-2(12:0)-3(12:0);1(14:0)-2(12:0)-3(12:0);InChI=1S/C41H78O6/c1-4-7-10-13-16-19-20-23-25-28-31-34-40(43)46-37-38(47-41(44)35-32-29-26-22-18-15-12-9-6-3)36-45-39(42)33-30-27-24-21-17-14-11-8-5-2/h38H,4-37H2,1-3H3;O=C(CCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC;116;42.4;0
MLM ;2-(dodecanoyloxy)propane-1,3-diyl ditetradecanate;2-(lauroyloxy)propane-1,3-diyl dimyristate;1(14:0)-2(12:0)-3(14:0);1(14:0)-2(12:0)-3(14:0);InChI=1S/C43H82O6/c1-4-7-10-13-16-19-21-24-26-29-32-35-41(44)47-38-40(49-43(46)37-34-31-28-23-18-15-12-9-6-3)39-48-42(45)36-33-30-27-25-22-20-17-14-11-8-5-2/h40H,4-39H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC;;49.8;1
MLS ;1-(tetradecanoyloxy)-2-(dodecanoyloxy)propan-3-yl octadecanate;1-(myristoyloxy)-2-(lauroyloxy)propan-3-yl stearate;1(14:0)-2(12:0)-3(18:0);1(14:0)-2(12:0)-3(18:0);InChI=1S/C47H90O6/c1-4-7-10-13-16-19-21-22-23-24-26-29-31-34-37-40-46(49)52-43-44(53-47(50)41-38-35-32-27-18-15-12-9-6-3)42-51-45(48)39-36-33-30-28-25-20-17-14-11-8-5-2/h44H,4-43H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC;;54.5;1
MMM (I );propane-1,2,3-triyl tetradecanate;propane-1,2,3-triyl myristate;1(14:0)-2(14:0)-3(14:0);1(14:0)-2(14:0)-3(14:0);InChI=1S/C45H86O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-43(46)49-40-42(51-45(48)39-36-33-30-27-24-21-18-15-12-9-6-3)41-50-44(47)38-35-32-29-26-23-20-17-14-11-8-5-2/h42H,4-41H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;;57;1
MMM ;propane-1,2,3-triyl tetradecanate;propane-1,2,3-triyl myristate;1(14:0)-2(14:0)-3(14:0);1(14:0)-2(14:0)-3(14:0);InChI=1S/C45H86O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-43(46)49-40-42(51-45(48)39-36-33-30-27-24-21-18-15-12-9-6-3)41-50-44(47)38-35-32-29-26-23-20-17-14-11-8-5-2/h42H,4-41H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;146.8;57.1;1
MMP ;3-(hexadecanoyloxy)propane-1,2-diyl ditetradecanate;3-(palmitoyloxy)propane-1,2-diyl dimyristate;1(14:0)-2(14:0)-3(16:0);1(14:0)-2(14:0)-3(16:0);InChI=1S/C47H90O6/c1-4-7-10-13-16-19-22-23-26-28-31-34-37-40-46(49)52-43-44(53-47(50)41-38-35-32-29-25-21-18-15-12-9-6-3)42-51-45(48)39-36-33-30-27-24-20-17-14-11-8-5-2/h44H,4-43H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;131;53.3;1
MMS ;3-(octadecanoyloxy)propane-1,2-diyl ditetradecanate;3-(stearoyloxy)propane-1,2-diyl dimyristate;1(14:0)-2(14:0)-3(18:0);1(14:0)-2(14:0)-3(18:0);InChI=1S/C49H94O6/c1-4-7-10-13-16-19-22-23-24-25-28-30-33-36-39-42-48(51)54-45-46(55-49(52)43-40-37-34-31-27-21-18-15-12-9-6-3)44-53-47(50)41-38-35-32-29-26-20-17-14-11-8-5-2/h46H,4-45H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;145;56.6;1
MPM;2-(hexadecanoyloxy)propane-1,3-diyl ditetradecanate;2-(palmitoyloxy)propane-1,3-diyl dimyristate;1(14:0)-2(16:0)-3(14:0);1(14:0)-2(16:0)-3(14:0);InChI=1S/C47H90O6/c1-4-7-10-13-16-19-22-23-26-29-32-35-38-41-47(50)53-44(42-51-45(48)39-36-33-30-27-24-20-17-14-11-8-5-2)43-52-46(49)40-37-34-31-28-25-21-18-15-12-9-6-3/h44H,4-43H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;;55;1
MPM ;2-(hexadecanoyloxy)propane-1,3-diyl ditetradecanate;2-(palmitoyloxy)propane-1,3-diyl dimyristate;1(14:0)-2(16:0)-3(14:0);1(14:0)-2(16:0)-3(14:0);InChI=1S/C47H90O6/c1-4-7-10-13-16-19-22-23-26-29-32-35-38-41-47(50)53-44(42-51-45(48)39-36-33-30-27-24-20-17-14-11-8-5-2)43-52-46(49)40-37-34-31-28-25-21-18-15-12-9-6-3/h44H,4-43H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;;59.25;1
MPP ;3-(tetradecanoyloxy)propane-1,2-diyl dihexadecanate;3-(myristoyloxy)propane-1,2-diyl dipalmitate;1(14:0)-2(16:0)-3(16:0);1(14:0)-2(16:0)-3(16:0);InChI=1S/C49H94O6/c1-4-7-10-13-16-19-22-24-27-30-33-36-39-42-48(51)54-45-46(44-53-47(50)41-38-35-32-29-26-21-18-15-12-9-6-3)55-49(52)43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h46H,4-45H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;140;55.8;1
MPP ;3-(tetradecanoyloxy)propane-1,2-diyl dihexadecanate;3-(myristoyloxy)propane-1,2-diyl dipalmitate;1(14:0)-2(16:0)-3(16:0);1(14:0)-2(16:0)-3(16:0);InChI=1S/C49H94O6/c1-4-7-10-13-16-19-22-24-27-30-33-36-39-42-48(51)54-45-46(44-53-47(50)41-38-35-32-29-26-21-18-15-12-9-6-3)55-49(52)43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h46H,4-45H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;140;55.8;1
MPS ;1-(tetradecanoyloxy)-2-(hexadecanoyloxy)propan-3-yl octadecanate;1-(myristoyloxy)-2-(palmitoyloxy)propan-3-yl stearate;1(14:0)-2(16:0)-3(18:0);1(14:0)-2(16:0)-3(18:0);InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-24-25-27-29-32-35-38-41-44-50(53)56-47-48(46-55-49(52)43-40-37-34-31-28-21-18-15-12-9-6-3)57-51(54)45-42-39-36-33-30-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;137;58.5;1
MSM ;2-(octadecanoyloxy)propane-1,3-diyl ditetradecanate;2-(stearoyloxy)propane-1,3-diyl dimyristate;1(14:0)-2(18:0)-3(14:0);1(14:0)-2(18:0)-3(14:0);InChI=1S/C49H94O6/c1-4-7-10-13-16-19-22-23-24-25-28-31-34-37-40-43-49(52)55-46(44-53-47(50)41-38-35-32-29-26-20-17-14-11-8-5-2)45-54-48(51)42-39-36-33-30-27-21-18-15-12-9-6-3/h46H,4-45H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;;55.55;1
MSS ;3-(tetradecanoyloxy)propane-1,2-diyl dioctadecanate;3-(myristoyloxy)propane-1,2-diyl distearate;1(14:0)-2(18:0)-3(18:0);1(14:0)-2(18:0)-3(18:0);InChI=1S/C53H102O6/c1-4-7-10-13-16-19-22-24-26-28-31-34-37-40-43-46-52(55)58-49-50(48-57-51(54)45-42-39-36-33-30-21-18-15-12-9-6-3)59-53(56)47-44-41-38-35-32-29-27-25-23-20-17-14-11-8-5-2/h50H,4-49H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;139;60.9;1
MAM ;2-(icosanoyloxy)propane-1,3-diyl ditetradecanate;2-(arachidoyloxy)propane-1,3-diyl dimyristate;1(14:0)-2(20:0)-3(14:0);1(14:0)-2(20:0)-3(14:0);InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-23-24-25-26-27-30-33-36-39-42-45-51(54)57-48(46-55-49(52)43-40-37-34-31-28-20-17-14-11-8-5-2)47-56-50(53)44-41-38-35-32-29-21-18-15-12-9-6-3/h48H,4-47H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC;157;59;1
15.15.15(a );propane-1,2,3-triyl pentadecanate;propane-1,2,3-triyl pentadecylate;1(15:0)-2(15:0)-3(15:0);1(15:0)-2(15:0)-3(15:0);InChI=1S/C48H92O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-46(49)52-43-45(54-48(51)42-39-36-33-30-27-24-21-18-15-12-9-6-3)44-53-47(50)41-38-35-32-29-26-23-20-17-14-11-8-5-2/h45H,4-44H2,1-3H3;O=C(CCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC;144.4;58;1
15.15.15;propane-1,2,3-triyl pentadecanate;propane-1,2,3-triyl pentadecylate;1(15:0)-2(15:0)-3(15:0);1(15:0)-2(15:0)-3(15:0);InChI=1S/C48H92O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-46(49)52-43-45(54-48(51)42-39-36-33-30-27-24-21-18-15-12-9-6-3)44-53-47(50)41-38-35-32-29-26-23-20-17-14-11-8-5-2/h45H,4-44H2,1-3H3;O=C(CCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC;;54.6;1
15.15.17;3-(heptadecanoyloxy)propane-1,2-diyl dipentadecanate;3-(margaroyloxy)propane-1,2-diyl dipentadecylate;1(15:0)-2(15:0)-3(17:0);1(15:0)-2(15:0)-3(17:0);InChI=1S/C50H96O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-49(52)55-46-47(56-50(53)44-41-38-35-32-28-24-21-18-15-12-9-6-3)45-54-48(51)42-39-36-33-30-27-23-20-17-14-11-8-5-2/h47H,4-46H2,1-3H3;O=C(CCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC;;54;1
PCC (a ,b );3-(hexadecanoyloxy)propane-1,2-diyl didecanate;3-(palmitoyloxy)propane-1,2-diyl dicapriate;1(16:0)-2(10:0)-3(10:0);1(16:0)-2(10:0)-3(10:0);InChI=1S/C39H74O6/c1-4-7-10-13-16-17-18-19-20-21-24-26-29-32-38(41)44-35-36(45-39(42)33-30-27-23-15-12-9-6-3)34-43-37(40)31-28-25-22-14-11-8-5-2/h36H,4-35H2,1-3H3;O=C(CCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC;;35.1;0
PCP ;2-(decanoyloxy)propane-1,3-diyl dihexadecanate;2-(caprioyloxy)propane-1,3-diyl dipalmitate;1(16:0)-2(10:0)-3(16:0);1(16:0)-2(10:0)-3(16:0);InChI=1S/C45H86O6/c1-4-7-10-13-16-18-20-22-24-26-29-31-34-37-43(46)49-40-42(51-45(48)39-36-33-28-15-12-9-6-3)41-50-44(47)38-35-32-30-27-25-23-21-19-17-14-11-8-5-2/h42H,4-41H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC;122.5;51.8;1
PCS ;1-(hexadecanoyloxy)-2-(decanoyloxy)propan-3-yl octadecanate;1-(palmitoyloxy)-2-(caprioyloxy)propan-3-yl stearate;1(16:0)-2(10:0)-3(18:0);1(16:0)-2(10:0)-3(18:0);InChI=1S/C47H90O6/c1-4-7-10-13-16-18-20-22-23-25-27-29-32-34-37-40-46(49)52-43-44(53-47(50)41-38-35-30-15-12-9-6-3)42-51-45(48)39-36-33-31-28-26-24-21-19-17-14-11-8-5-2/h44H,4-43H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC;125;54.2;1
PLL (b );3-(hexadecanoyloxy)propane-1,2-diyl didodecanate;3-(palmitoyloxy)propane-1,2-diyl dilaurate;1(16:0)-2(12:0)-3(12:0);1(16:0)-2(12:0)-3(12:0);InChI=1S/C43H82O6/c1-4-7-10-13-16-19-20-21-22-25-27-30-33-36-42(45)48-39-40(49-43(46)37-34-31-28-24-18-15-12-9-6-3)38-47-41(44)35-32-29-26-23-17-14-11-8-5-2/h40H,4-39H2,1-3H3;O=C(CCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC;117;46.7;1
PLS ;1-(hexadecanoyloxy)-2-(dodecanoyloxy)propan-3-yl octadecanate;1-(palmitoyloxy)-2-(lauroyloxy)propan-3-yl stearate;1(16:0)-2(12:0)-3(18:0);1(16:0)-2(12:0)-3(18:0);InChI=1S/C49H94O6/c1-4-7-10-13-16-19-21-23-24-26-28-31-33-36-39-42-48(51)54-45-46(55-49(52)43-40-37-34-29-18-15-12-9-6-3)44-53-47(50)41-38-35-32-30-27-25-22-20-17-14-11-8-5-2/h46H,4-45H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC;123;57;1
PML (a ,b );1-(hexadecanoyloxy)-2-(tetradecanoyloxy)propan-3-yl dodecanate;1-(palmitoyloxy)-2-(myristoyloxy)propan-3-yl laurate;1(16:0)-2(14:0)-3(12:0);1(16:0)-2(14:0)-3(12:0);InChI=1S/C45H86O6/c1-4-7-10-13-16-19-21-22-24-26-29-32-35-38-44(47)50-41-42(40-49-43(46)37-34-31-28-25-18-15-12-9-6-3)51-45(48)39-36-33-30-27-23-20-17-14-11-8-5-2/h42H,4-41H2,1-3H3;O=C(CCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;125;48.6;1
PMM (b );3-(hexadecanoyloxy)propane-1,2-diyl ditetradecanate;3-(palmitoyloxy)propane-1,2-diyl dimyristate;1(16:0)-2(14:0)-3(14:0);1(16:0)-2(14:0)-3(14:0);InChI=1S/C47H90O6/c1-4-7-10-13-16-19-22-23-26-28-31-34-37-40-46(49)52-43-44(53-47(50)41-38-35-32-29-25-21-18-15-12-9-6-3)42-51-45(48)39-36-33-30-27-24-20-17-14-11-8-5-2/h44H,4-43H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;131;53.4;1
PMP ;2-(tetradecanoyloxy)propane-1,3-diyl dihexadecanate;2-(myristoyloxy)propane-1,3-diyl dipalmitate;1(16:0)-2(14:0)-3(16:0);1(16:0)-2(14:0)-3(16:0);InChI=1S/C49H94O6/c1-4-7-10-13-16-19-22-24-27-29-32-35-38-41-47(50)53-44-46(55-49(52)43-40-37-34-31-26-21-18-15-12-9-6-3)45-54-48(51)42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h46H,4-45H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;137;59.9;1
SMS ;2-(tetradecanoyloxy)propane-1,3-diyl dioctadecanate;2-(myristoyloxy)propane-1,3-diyl distearate;1(18:0)-2(14:0)-3(18:0);1(18:0)-2(14:0)-3(18:0);InChI=1S/C53H102O6/c1-4-7-10-13-16-19-22-24-26-28-31-33-36-39-42-45-51(54)57-48-50(59-53(56)47-44-41-38-35-30-21-18-15-12-9-6-3)49-58-52(55)46-43-40-37-34-32-29-27-25-23-20-17-14-11-8-5-2/h50H,4-49H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;146.5;63.3;1
PMS ;1-(hexadecanoyloxy)-2-(tetradecanoyloxy)propan-3-yl octadecanate;1-(palmitoyloxy)-2-(myristoyloxy)propan-3-yl stearate;1(16:0)-2(14:0)-3(18:0);1(16:0)-2(14:0)-3(18:0);InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-24-25-27-30-32-35-38-41-44-50(53)56-47-48(57-51(54)45-42-39-36-33-28-21-18-15-12-9-6-3)46-55-49(52)43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC;152;59.6;1
P15P ;2-(pentadecanoyloxy)propane-1,3-diyl dihexadecanate;2-(pentadecyloyloxy)propane-1,3-diyl dipalmitate;1(16:0)-2(15:0)-3(16:0);1(16:0)-2(15:0)-3(16:0);InChI=1S/C50H96O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-48(51)54-45-47(56-50(53)44-41-38-35-32-27-24-21-18-15-12-9-6-3)46-55-49(52)43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h47H,4-46H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC;;56.5;1
PPL (h );3-(dodecanoyloxy)propane-1,2-diyl dihexadecanate;3-(lauroyloxy)propane-1,2-diyl dipalmitate;1(16:0)-2(16:0)-3(12:0);1(16:0)-2(16:0)-3(12:0);InChI=1S/C47H90O6/c1-4-7-10-13-16-19-21-23-25-28-31-34-37-40-46(49)52-43-44(42-51-45(48)39-36-33-30-27-18-15-12-9-6-3)53-47(50)41-38-35-32-29-26-24-22-20-17-14-11-8-5-2/h44H,4-43H2,1-3H3;O=C(CCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;134.7;56.1;1
PPP (1);propane-1,2,3-triyl hexadecanate;propane-1,2,3-triyl palmitate;1(16:0)-2(16:0)-3(16:0);1(16:0)-2(16:0)-3(16:0);InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;;66.4;1
PPP ;propane-1,2,3-triyl hexadecanate;propane-1,2,3-triyl palmitate;1(16:0)-2(16:0)-3(16:0);1(16:0)-2(16:0)-3(16:0);InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;171.3;65.9;1
PPS ;3-(octadecanoyloxy)propane-1,2-diyl dihexadecanate;3-(stearoyloxy)propane-1,2-diyl dipalmitate;1(16:0)-2(16:0)-3(18:0);1(16:0)-2(16:0)-3(18:0);InChI=1S/C53H102O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h50H,4-49H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;166.3;62.6;1
PSM (a );1-(hexadecanoyloxy)-2-(octadecanoyloxy)propan-3-yl tetradecanate;1-(palmitoyloxy)-2-(stearoyloxy)propan-3-yl myristate;1(16:0)-2(18:0)-3(14:0);1(16:0)-2(18:0)-3(14:0);InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-24-25-27-30-33-36-39-42-45-51(54)57-48(46-55-49(52)43-40-37-34-31-28-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3;O=C(CCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;;59.4;1
PSP ;2-(octadecanoyloxy)propane-1,3-diyl dihexadecanate;2-(stearoyloxy)propane-1,3-diyl dipalmitate;1(16:0)-2(18:0)-3(16:0);1(16:0)-2(18:0)-3(16:0);InChI=1S/C53H102O6/c1-4-7-10-13-16-19-22-25-26-29-32-35-38-41-44-47-53(56)59-50(48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2)49-58-52(55)46-43-40-37-34-31-28-24-21-18-15-12-9-6-3/h50H,4-49H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;166;65.3;1
PSS ;3-(hexadecanoyloxy)propane-1,2-diyl dioctadecanate;3-(palmitoyloxy)propane-1,2-diyl distearate;1(16:0)-2(18:0)-3(18:0);1(16:0)-2(18:0)-3(18:0);InChI=1S/C55H106O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h52H,4-51H2,1-3H3;O=C(CCCCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;175;64.4;1
PBP ;2-(docosanoicoyloxy)propane-1,3-diyl dihexadecanate;2-(behenoyloxy)propane-1,3-diyl dipalmitate;1(16:0)-2(22:0)-3(16:0);1(16:0)-2(22:0)-3(16:0);InChI=1S/C57H110O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2)53-62-56(59)50-47-44-41-38-35-32-24-21-18-15-12-9-6-3/h54H,4-53H2,1-3H3;O=C(CCCCCCCCCCCCCCC)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC;;65.5;1
